Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mean Probability of Detection for Sampled Mussels,Mean Times Sampled Mussel is Sampled,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,
5123,0.5,timed-search,1,500,58,73,369,0.5,0.5,0.5,random,5,6,Randomly placed,0.998,1999,0,5,10,2000,true,4.5,0,390,105,9,22,74,52,5,15,32,4.5199999999999765,537,0.6077380952380952,1.4952380952380953,18,21,13,0,NA,11.504424778761122,0,0,
5127,0.5,timed-search,1,500,45,73,382,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,407,108,5,13,90,68,4,10,54,4.51124999999998,537,0.5723379629629629,1.3333333333333333,20,20,28,0,NA,15.073427542255539,0,0,
5128,0.5,timed-search,1,500,57,81,362,0.5,0.5,0.5,random,5,6,Randomly placed,0.954,1999,0,5,10,2000,true,4.5,0,389,87,7,12,68,49,5,5,39,4.501874999999979,536,0.5933908045977011,1.4252873563218391,14,21,14,0,NA,10.88435374149665,0,0,
5125,0.5,timed-search,1,500,66,64,370,0.5,0.5,0.5,random,5,6,Randomly placed,0.97,1999,0,5,10,2000,true,4.5,0,415,108,15,16,77,58,6,13,39,4.503749999999981,537,0.5648148148148148,1.287037037037037,15,30,13,0,NA,12.87815709131285,0,0,
5131,0.5,timed-search,1,500,56,73,371,0.5,0.5,0.5,random,5,6,Randomly placed,1.042,1999,0,5,10,2000,true,4.5,0,381,81,9,10,62,48,5,7,36,4.504999999999983,535,0.560570987654321,1.308641975308642,23,13,12,0,NA,10.654827968923458,0,0,
5132,0.5,timed-search,1,500,43,80,377,0.5,0.5,0.5,random,5,6,Randomly placed,1.026,1999,0,5,10,2000,true,4.5,0,375,116,7,15,94,72,6,8,58,4.51624999999998,537,0.5797413793103449,1.396551724137931,23,30,19,0,NA,15.942430113479174,0,0,
5129,0.5,timed-search,1,500,51,69,380,0.5,0.5,0.5,random,5,6,Randomly placed,1.026,1999,0,5,10,2000,true,4.5,0,409,81,8,11,62,53,7,6,40,4.5087499999999805,535,0.5686728395061729,1.3209876543209877,23,18,12,0,NA,11.754920986969832,0,0,
5130,0.5,timed-search,1,500,64,66,370,0.5,0.5,0.5,random,5,6,Randomly placed,1.002,1999,0,5,10,2000,true,4.5,0,410,121,15,18,88,67,5,11,51,4.523124999999983,539,0.5805785123966942,1.3471074380165289,26,21,20,0,NA,14.812767721431587,0,0,
5134,0.5,timed-search,1,500,50,67,383,0.5,0.5,0.5,random,5,6,Randomly placed,0.938,1999,0,5,10,2000,true,4.5,0,389,107,8,11,88,60,5,7,48,4.5193749999999815,538,0.5718457943925234,1.3177570093457944,18,20,22,0,NA,13.276172037062702,0,0,
5133,0.5,timed-search,1,500,39,71,390,0.5,0.5,0.5,random,5,6,Randomly placed,0.93,1999,0,5,10,2000,true,4.5,0,364,86,7,13,66,54,7,9,38,4.50062499999998,536,0.5614098837209303,1.4069767441860466,17,27,10,0,NA,11.998333564782723,0,0,
5135,0.5,timed-search,1,500,48,65,387,0.5,0.5,0.5,random,5,6,Randomly placed,0.966,1999,0,5,10,2000,true,4.5,0,400,117,9,17,91,57,5,9,43,4.513749999999982,537,0.5723824786324786,1.3504273504273505,22,13,22,0,NA,12.628080864026636,0,0,
5137,0.5,timed-search,1,500,46,65,389,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,428,126,15,16,95,67,6,10,51,4.5187499999999785,538,0.5595238095238095,1.253968253968254,23,22,22,0,NA,14.827109266943362,0,0,
5138,0.5,timed-search,1,500,46,79,375,0.5,0.5,0.5,random,5,6,Randomly placed,1.014,1999,0,5,10,2000,true,4.5,0,401,106,7,21,78,66,5,13,48,4.514999999999983,538,0.5890330188679245,1.4056603773584906,18,19,29,0,NA,14.617940199335603,0,0,
5136,0.5,timed-search,1,500,57,76,367,0.5,0.5,0.5,random,5,6,Randomly placed,1.006,1999,0,5,10,2000,true,4.5,0,405,98,17,10,71,53,14,4,35,4.519999999999978,537,0.5644132653061225,1.2857142857142858,22,23,8,0,NA,11.725663716814216,0,0,
5139,0.5,timed-search,1,500,48,79,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,373,89,13,13,63,54,9,7,38,4.505624999999972,535,0.5733848314606742,1.3820224719101124,20,21,13,0,NA,11.985018726591836,0,0,
5140,0.5,timed-search,1,500,50,65,385,0.5,0.5,0.5,random,5,6,Randomly placed,0.974,1999,0,5,10,2000,true,4.5,0,411,112,10,23,79,55,6,15,34,4.5024999999999835,536,0.5658482142857143,1.2767857142857142,14,16,25,0,NA,12.215435868961732,0,0,
5144,0.5,timed-search,1,500,57,72,371,0.5,0.5,0.5,random,5,6,Randomly placed,0.978,1999,0,5,10,2000,true,4.5,0,395,105,18,19,68,65,11,10,44,4.508749999999974,536,0.5791666666666667,1.3904761904761904,20,22,23,0,NA,14.416412531189437,0,0,
5142,0.5,timed-search,1,500,52,78,370,0.5,0.5,0.5,random,5,6,Randomly placed,1.002,1999,0,5,10,2000,true,4.5,0,398,101,11,17,73,58,7,10,41,4.515624999999978,538,0.5724009900990099,1.3267326732673268,25,20,13,0,NA,12.84429065743951,0,0,
5141,0.5,timed-search,1,500,44,72,384,0.5,0.5,0.5,random,5,6,Randomly placed,0.97,1999,0,5,10,2000,true,4.5,0,438,102,11,10,81,52,4,8,40,4.52499999999998,538,0.5545343137254902,1.2450980392156863,19,24,9,0,NA,11.491712707182371,0,0,
5143,0.5,timed-search,1,500,42,72,386,0.5,0.5,0.5,random,5,6,Randomly placed,0.97,1999,0,5,10,2000,true,4.5,0,386,105,9,13,83,65,6,6,53,4.503749999999985,536,0.5592261904761905,1.276190476190476,20,23,22,0,NA,14.432417429919559,0,0,
5146,0.5,timed-search,1,500,42,64,394,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,424,95,12,13,70,57,6,8,43,4.513124999999976,536,0.5782894736842106,1.3578947368421053,25,13,19,0,NA,12.62982966348158,0,0,
5145,0.5,timed-search,1,500,46,76,378,0.5,0.5,0.5,random,5,6,Randomly placed,1.026,1999,0,5,10,2000,true,4.5,0,417,98,12,14,72,59,7,6,46,4.5193749999999735,537,0.5854591836734694,1.3571428571428572,19,23,17,0,NA,13.054902503111679,0,0,
5147,0.5,timed-search,1,500,51,76,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,422,102,12,8,82,64,10,6,48,4.524374999999973,538,0.5674019607843137,1.2941176470588236,25,16,23,0,NA,14.145600221025086,0,0,
5148,0.5,timed-search,1,500,57,71,372,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,392,87,9,13,65,47,4,8,35,4.505624999999978,536,0.5704022988505747,1.3218390804597702,16,8,23,0,NA,10.431405187959546,0,0,
5150,0.5,timed-search,1,500,52,79,369,0.5,0.5,0.5,random,5,6,Randomly placed,1.002,1999,0,5,10,2000,true,4.5,0,361,88,6,10,72,58,4,7,47,4.505624999999978,535,0.6107954545454546,1.5340909090909092,22,14,22,0,NA,12.872797891524547,0,0,
5149,0.5,timed-search,1,500,32,79,389,0.5,0.5,0.5,random,5,6,Randomly placed,1.03,1999,0,5,10,2000,true,4.5,0,377,88,4,14,70,60,4,8,48,4.50687499999998,536,0.6033380681818182,1.4659090909090908,18,23,19,0,NA,13.312994036888146,0,0,
5151,0.5,timed-search,1,500,46,74,380,0.5,0.5,0.5,random,5,6,Randomly placed,0.966,1999,0,5,10,2000,true,4.5,0,404,119,7,15,97,72,2,6,64,4.506874999999981,536,0.5764180672268907,1.3445378151260505,31,24,17,0,NA,15.97559284426577,0,0,
5152,0.5,timed-search,1,500,44,73,383,0.5,0.5,0.5,random,5,6,Randomly placed,0.994,1999,0,5,10,2000,true,4.5,0,408,101,9,18,74,52,3,7,42,4.519374999999977,537,0.5625,1.2772277227722773,20,21,11,0,NA,11.506015765454352,0,0,
5153,0.5,timed-search,1,500,54,86,360,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,397,89,6,13,70,56,4,10,42,4.506249999999979,536,0.5646067415730337,1.2808988764044944,21,15,20,0,NA,12.427184466019474,0,0,
5155,0.5,timed-search,1,500,54,77,369,0.5,0.5,0.5,random,5,6,Randomly placed,1.002,1999,0,5,10,2000,true,4.5,0,400,120,17,15,88,71,9,7,55,4.513124999999978,537,0.5526041666666667,1.2416666666666667,21,28,22,0,NA,15.731893089599854,0,0,
5154,0.5,timed-search,1,500,49,76,375,0.5,0.5,0.5,random,5,6,Randomly placed,0.998,1999,0,5,10,2000,true,4.5,0,428,114,7,15,92,62,6,5,51,4.514374999999979,537,0.5701754385964912,1.3157894736842106,23,21,18,0,NA,13.733905579399206,0,0,
5156,0.5,timed-search,1,500,39,86,375,0.5,0.5,0.5,random,5,6,Randomly placed,0.946,1999,0,5,10,2000,true,4.5,0,394,109,7,16,86,61,4,7,50,4.500624999999984,536,0.5854357798165137,1.3761467889908257,18,25,18,0,NA,13.553673100958248,0,0,
5157,0.5,timed-search,1,500,46,74,380,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,422,108,9,14,85,69,7,8,54,4.51624999999998,537,0.5570023148148148,1.2685185185185186,26,21,22,0,NA,15.278162192084208,0,0,
5158,0.5,timed-search,1,500,54,76,370,0.5,0.5,0.5,random,5,6,Randomly placed,0.946,1999,0,5,10,2000,true,4.5,0,388,85,12,10,63,47,7,4,36,4.501249999999982,536,0.5904411764705882,1.423529411764706,14,16,17,0,NA,10.441544015551278,0,0,
5160,0.5,timed-search,1,500,53,73,374,0.5,0.5,0.5,random,5,6,Randomly placed,1.022,1999,0,5,10,2000,true,4.5,0,369,95,9,12,74,63,8,11,44,4.505624999999979,536,0.58125,1.3789473684210527,26,11,26,0,NA,13.982521847690453,0,0,
5162,0.5,timed-search,1,500,39,91,370,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,404,108,12,18,78,63,6,13,44,4.520624999999983,538,0.5949074074074074,1.4722222222222223,27,17,19,0,NA,13.936126088759902,0,0,
5159,0.5,timed-search,1,500,49,71,380,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,401,110,10,17,83,59,7,9,43,4.524999999999983,538,0.5815340909090909,1.3818181818181818,24,20,15,0,NA,13.03867403314922,0,0,
5161,0.5,timed-search,1,500,49,75,376,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,400,108,13,10,85,58,7,7,44,4.511249999999978,537,0.5625,1.2777777777777777,16,24,18,0,NA,12.856747021335613,0,0,
5163,0.5,timed-search,1,500,47,64,389,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,379,97,5,13,79,57,3,7,47,4.517499999999983,538,0.5843669458762887,1.422680412371134,19,14,24,0,NA,12.617598229109067,0,0,
5164,0.5,timed-search,1,500,45,63,392,0.5,0.5,0.5,random,5,6,Randomly placed,1.038,1999,0,5,10,2000,true,4.5,0,383,101,8,11,82,57,4,7,46,4.521874999999979,539,0.5776608910891089,1.3663366336633664,25,20,12,0,NA,12.60539046302701,0,0,
5165,0.5,timed-search,1,500,47,80,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,382,98,10,13,75,55,6,6,43,4.518749999999985,538,0.5762117346938775,1.3775510204081634,26,9,20,0,NA,12.171507607192297,0,0,
5166,0.5,timed-search,1,500,48,69,383,0.5,0.5,0.5,random,5,6,Randomly placed,0.974,1999,0,5,10,2000,true,4.5,0,379,80,10,12,58,47,4,5,38,4.507499999999977,536,0.568359375,1.325,20,14,13,0,NA,10.427066001109315,0,0,
5167,0.5,timed-search,1,500,46,61,393,0.5,0.5,0.5,random,5,6,Randomly placed,1.022,1999,0,5,10,2000,true,4.5,0,387,109,12,19,78,59,7,10,42,4.512499999999978,537,0.5665137614678899,1.2935779816513762,14,15,30,0,NA,13.074792243767376,0,0,
5169,0.5,timed-search,1,500,47,83,370,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,394,102,8,10,84,61,4,4,53,4.506874999999976,536,0.5888480392156863,1.4019607843137254,15,18,28,0,NA,13.534877270836295,0,0,
5168,0.5,timed-search,1,500,41,74,385,0.5,0.5,0.5,random,5,6,Randomly placed,1.014,1999,0,5,10,2000,true,4.5,0,407,123,7,21,95,69,5,12,52,4.503124999999974,535,0.5746951219512195,1.3414634146341464,23,18,28,0,NA,15.32269257460106,0,0,
5170,0.5,timed-search,1,500,56,78,366,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,412,103,12,14,77,55,7,9,39,4.514374999999978,536,0.5643203883495146,1.3106796116504855,18,19,18,0,NA,12.183303336563814,0,0,
5171,0.5,timed-search,1,500,44,78,378,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,419,91,13,13,65,55,10,7,38,4.501874999999982,536,0.5673076923076923,1.2967032967032968,18,20,17,0,NA,12.217131750659496,0,0,
5172,0.5,timed-search,1,500,44,82,374,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,388,100,8,16,76,60,4,8,48,4.521874999999979,538,0.593125,1.43,18,22,20,0,NA,13.26883206634422,0,0,
5175,0.5,timed-search,1,500,49,75,376,0.5,0.5,0.5,random,5,6,Randomly placed,1.018,1999,0,5,10,2000,true,4.5,0,351,91,8,18,65,61,6,13,42,4.503124999999978,536,0.6191620879120879,1.5934065934065933,26,18,17,0,NA,13.546148507980636,0,0,
5173,0.5,timed-search,1,500,54,67,379,0.5,0.5,0.5,random,5,6,Randomly placed,0.978,1999,0,5,10,2000,true,4.5,0,383,90,8,12,70,52,5,7,40,4.512499999999975,536,0.5777777777777777,1.3555555555555556,16,18,18,0,NA,11.523545706371253,0,0,
5174,0.5,timed-search,1,500,53,85,362,0.5,0.5,0.5,random,5,6,Randomly placed,0.994,1999,0,5,10,2000,true,4.5,0,388,95,12,20,63,53,6,11,36,4.5006249999999834,535,0.5723684210526315,1.3368421052631578,24,14,15,0,NA,11.776142202471922,0,0,
5176,0.5,timed-search,1,500,54,75,371,0.5,0.5,0.5,random,5,6,Randomly placed,0.978,1999,0,5,10,2000,true,4.5,0,387,114,18,18,78,68,10,8,50,4.512499999999979,537,0.5940241228070176,1.4385964912280702,15,21,32,0,NA,15.069252077562398,0,0,
5177,0.5,timed-search,1,500,47,93,360,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,409,91,7,17,67,51,5,9,37,4.518749999999974,536,0.5865384615384616,1.3736263736263736,14,18,19,0,NA,11.286307053941973,0,0,
5178,0.5,timed-search,1,500,57,63,380,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,375,104,8,10,86,55,3,6,46,4.50499999999998,536,0.5907451923076923,1.4230769230769231,13,19,23,0,NA,12.208657047724804,0,0,
5179,0.5,timed-search,1,500,46,58,396,0.5,0.5,0.5,random,5,6,Randomly placed,0.974,1999,0,5,10,2000,true,4.5,0,388,99,5,9,85,53,3,5,45,4.513124999999979,537,0.5801767676767676,1.3535353535353536,19,21,13,0,NA,11.743525827447776,0,0,
5180,0.5,timed-search,1,500,43,61,396,0.5,0.5,0.5,random,5,6,Randomly placed,1.042,1999,0,5,10,2000,true,4.5,0,399,105,7,13,85,60,5,6,49,4.510624999999977,537,0.5684523809523809,1.3142857142857143,14,25,21,0,NA,13.301926008036649,0,0,
5182,0.5,timed-search,1,500,62,70,368,0.5,0.5,0.5,random,5,6,Randomly placed,0.998,1999,0,5,10,2000,true,4.5,0,405,120,13,18,89,69,9,7,53,4.50562499999998,536,0.565625,1.3166666666666667,19,23,27,0,NA,15.31419059508954,0,0,
5181,0.5,timed-search,1,500,42,85,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.954,1999,0,5,10,2000,true,4.5,0,379,94,5,15,74,53,5,12,36,4.506874999999978,536,0.5871010638297872,1.3829787234042554,16,17,20,0,NA,11.759811399251202,0,0,
5183,0.5,timed-search,1,500,36,72,392,0.5,0.5,0.5,random,5,6,Randomly placed,0.966,1999,0,5,10,2000,true,4.5,0,406,106,5,13,88,55,3,7,45,4.516874999999975,537,0.5849056603773585,1.3867924528301887,15,25,15,0,NA,12.176560121765668,0,0,
5184,0.5,timed-search,1,500,47,73,380,0.5,0.5,0.5,random,5,6,Randomly placed,0.97,1999,0,5,10,2000,true,4.5,0,381,97,9,14,74,60,8,10,42,4.508124999999983,536,0.604381443298969,1.4742268041237114,20,19,21,0,NA,13.309302647996724,0,0,
5185,0.5,timed-search,1,500,50,75,375,0.5,0.5,0.5,random,5,6,Randomly placed,0.994,1999,0,5,10,2000,true,4.5,0,414,90,11,18,61,52,7,12,33,4.514374999999982,537,0.5701388888888889,1.3666666666666667,17,18,17,0,NA,11.518759518205778,0,0,
5186,0.5,timed-search,1,500,52,92,356,0.5,0.5,0.5,random,5,6,Randomly placed,0.958,1999,0,5,10,2000,true,4.5,0,371,100,15,13,72,56,8,7,41,4.5243749999999805,538,0.5971875,1.44,16,22,18,0,NA,12.377400193396932,0,0,
5188,0.5,timed-search,1,500,48,76,376,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,401,94,11,15,68,57,5,11,41,4.500624999999986,536,0.5618351063829787,1.2765957446808511,13,21,23,0,NA,12.664907651715078,0,0,
5187,0.5,timed-search,1,500,44,70,386,0.5,0.5,0.5,random,5,6,Randomly placed,1.006,1999,0,5,10,2000,true,4.5,0,396,94,6,15,73,54,3,9,42,4.5106249999999815,537,0.5704787234042553,1.3297872340425532,15,23,16,0,NA,11.971733407232971,0,0,
5190,0.5,timed-search,1,500,50,83,367,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,402,107,13,20,74,67,6,13,48,4.504374999999979,536,0.580607476635514,1.3644859813084111,13,22,32,0,NA,14.874427639794712,0,0,
5189,0.5,timed-search,1,500,43,84,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.982,1999,0,5,10,2000,true,4.5,0,411,104,12,13,79,58,4,9,45,4.508124999999988,537,0.5709134615384616,1.3365384615384615,19,22,17,0,NA,12.865659226396817,0,0,
5192,0.5,timed-search,1,500,45,62,393,0.5,0.5,0.5,random,5,6,Randomly placed,0.966,1999,0,5,10,2000,true,4.5,0,410,105,8,13,84,67,4,9,54,4.512499999999976,537,0.5529761904761905,1.2380952380952381,20,23,24,0,NA,14.84764542936296,0,0,
5191,0.5,timed-search,1,500,51,73,376,0.5,0.5,0.5,random,5,6,Randomly placed,0.978,1999,0,5,10,2000,true,4.5,0,414,108,13,17,78,57,7,9,41,4.511249999999976,536,0.5578703703703703,1.2407407407407407,19,14,24,0,NA,12.635078969243626,0,0,
5193,0.5,timed-search,1,500,51,87,362,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,395,99,10,17,72,55,7,12,36,4.502499999999983,536,0.5583964646464646,1.303030303030303,24,12,19,0,NA,12.215435868961736,0,0,
5194,0.5,timed-search,1,500,50,67,383,0.5,0.5,0.5,random,5,6,Randomly placed,1.026,1999,0,5,10,2000,true,4.5,0,416,94,13,10,71,56,8,5,43,4.5143749999999745,537,0.5664893617021277,1.2765957446808511,20,21,15,0,NA,12.404817942683167,0,0,
5195,0.5,timed-search,1,500,55,76,369,0.5,0.5,0.5,random,5,6,Randomly placed,1.002,1999,0,5,10,2000,true,4.5,0,410,102,8,16,78,57,5,10,42,4.509999999999979,536,0.5545343137254902,1.2450980392156863,22,24,11,0,NA,12.638580931263917,0,0,
5196,0.5,timed-search,1,500,47,66,387,0.5,0.5,0.5,random,5,6,Randomly placed,0.97,1999,0,5,10,2000,true,4.5,0,401,95,7,15,73,57,6,9,42,4.516249999999979,537,0.5833881578947369,1.4105263157894736,22,20,15,0,NA,12.621090506504348,0,0,
5200,0.5,timed-search,1,500,48,70,382,0.5,0.5,0.5,random,5,6,Randomly placed,1.014,1999,0,5,10,2000,true,4.5,0,360,78,9,5,64,48,6,5,37,4.511874999999986,538,0.6272035256410257,1.6538461538461537,19,14,15,0,NA,10.638592602853615,0,0,
5197,0.5,timed-search,1,500,44,59,397,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,409,95,7,9,79,46,3,4,39,4.519374999999972,537,0.5572368421052631,1.2526315789473683,19,12,15,0,NA,10.178398561748093,0,0,
5198,0.5,timed-search,1,500,53,73,374,0.5,0.5,0.5,random,5,6,Randomly placed,1.018,1999,0,5,10,2000,true,4.5,0,416,99,10,14,75,60,8,7,45,4.518124999999986,538,0.5606060606060606,1.2626262626262625,14,22,24,0,NA,13.279845068474241,0,0,
5199,0.5,timed-search,1,500,47,70,383,0.5,0.5,0.5,random,5,6,Randomly placed,0.978,1999,0,5,10,2000,true,4.5,0,419,102,6,12,84,58,3,4,51,4.505624999999976,535,0.5502450980392157,1.2254901960784315,15,21,22,0,NA,12.87279789152455,0,0,
5201,0.5,timed-search,1,500,53,67,380,0.5,0.5,0.5,random,5,6,Randomly placed,0.958,1999,0,5,10,2000,true,4.5,0,384,91,9,17,65,60,7,14,39,4.514374999999982,537,0.5758928571428571,1.3846153846153846,22,13,25,0,NA,13.290876367160514,0,0,
5202,0.5,timed-search,1,500,51,76,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,410,114,8,20,86,74,3,13,58,4.5006249999999834,536,0.5630482456140351,1.280701754385965,28,28,18,0,NA,16.442160810998534,0,0,
5203,0.5,timed-search,1,500,57,65,378,0.5,0.5,0.5,random,5,6,Randomly placed,1.018,1999,0,5,10,2000,true,4.5,0,435,114,12,15,87,59,7,6,46,4.508124999999989,537,0.5449561403508771,1.1842105263157894,12,26,21,0,NA,13.08748093719676,0,0,
5204,0.5,timed-search,1,500,54,86,360,0.5,0.5,0.5,random,5,6,Randomly placed,0.962,1999,0,5,10,2000,true,4.5,0,381,103,9,19,75,61,6,10,45,4.503749999999978,536,0.5885922330097088,1.4077669902912622,19,26,16,0,NA,13.544268665001454,0,0,
5205,0.5,timed-search,1,500,50,72,378,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,401,100,13,16,71,52,5,7,40,4.504999999999989,536,0.54,1.19,17,10,25,0,NA,11.542730299667063,0,0,
5206,0.5,timed-search,1,500,40,79,381,0.5,0.5,0.5,random,5,6,Randomly placed,1.05,1999,0,5,10,2000,true,4.5,0,411,102,13,15,74,55,6,6,43,4.500624999999976,536,0.5637254901960784,1.2843137254901962,14,19,22,0,NA,12.220524927093523,0,0,
5208,0.5,timed-search,1,500,46,73,381,0.5,0.5,0.5,random,5,6,Randomly placed,1.058,1999,0,5,10,2000,true,4.5,0,380,107,6,11,90,65,5,2,58,4.500624999999983,536,0.5858644859813084,1.3831775700934579,19,18,28,0,NA,14.442438550201416,0,0,
5207,0.5,timed-search,1,500,57,77,366,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,434,102,11,11,80,54,8,6,40,4.514374999999978,537,0.5526960784313726,1.2254901960784315,13,22,19,0,NA,11.961788730444471,0,0,
5209,0.5,timed-search,1,500,54,74,372,0.5,0.5,0.5,random,5,6,Randomly placed,1.014,1999,0,5,10,2000,true,4.5,0,423,98,13,15,70,54,8,10,36,4.524999999999986,538,0.5420918367346939,1.1734693877551021,19,18,17,0,NA,11.9337016574586,0,0,
5214,0.5,timed-search,1,500,50,77,373,0.5,0.5,0.5,random,5,6,Randomly placed,0.998,1999,0,5,10,2000,true,4.5,0,374,110,15,17,78,67,8,8,51,4.500624999999976,535,0.5963068181818182,1.509090909090909,20,24,23,0,NA,14.886821274823019,0,0,
5213,0.5,timed-search,1,500,58,75,367,0.5,0.5,0.5,random,5,6,Randomly placed,0.986,1999,0,5,10,2000,true,4.5,0,396,107,10,19,78,57,7,6,44,4.511249999999986,537,0.5829439252336449,1.3644859813084111,27,11,19,0,NA,12.635078969243596,0,0,
5211,0.5,timed-search,1,500,49,92,359,0.5,0.5,0.5,random,5,6,Randomly placed,0.958,1999,0,5,10,2000,true,4.5,0,401,103,12,17,74,59,6,9,44,4.517499999999986,537,0.5885922330097088,1.4368932038834952,18,18,23,0,NA,13.060320973990079,0,0,
5212,0.5,timed-search,1,500,48,76,376,0.5,0.5,0.5,random,5,6,Randomly placed,1.062,1999,0,5,10,2000,true,4.5,0,406,115,7,19,89,76,5,14,57,4.50187499999998,536,0.5679347826086957,1.3130434782608695,34,23,19,0,NA,16.881854782729494,0,0,
5210,0.5,timed-search,1,500,48,90,362,0.5,0.5,0.5,random,5,6,Randomly placed,0.974,1999,0,5,10,2000,true,4.5,0,388,106,9,24,73,68,5,15,48,4.502499999999975,535,0.5763561320754716,1.349056603773585,25,21,22,0,NA,15.102720710716353,0,0,
5217,0.5,timed-search,1,500,43,66,391,0.5,0.5,0.5,random,5,6,Randomly placed,0.978,1999,0,5,10,2000,true,4.5,0,418,101,8,4,89,55,4,4,47,4.521249999999975,538,0.5606435643564357,1.2574257425742574,26,13,16,0,NA,12.16477743986736,0,0,
5215,0.5,timed-search,1,500,51,82,367,0.5,0.5,0.5,random,5,6,Randomly placed,1.018,1999,0,5,10,2000,true,4.5,0,405,91,10,20,61,43,7,9,27,4.524374999999976,538,0.5570054945054945,1.2527472527472527,18,16,9,0,NA,9.504075148501224,0,0,
5216,0.5,timed-search,1,500,48,83,369,0.5,0.5,0.5,random,5,6,Randomly placed,0.99,1999,0,5,10,2000,true,4.5,0,406,105,9,21,75,52,7,9,36,4.5174999999999805,538,0.5714285714285714,1.3047619047619048,16,20,16,0,NA,11.510791366906524,0,0,
5218,0.5,timed-search,1,500,65,65,370,0.5,0.5,0.5,random,5,6,Randomly placed,1.034,1999,0,5,10,2000,true,4.5,0,394,104,14,13,77,62,8,7,47,4.524374999999976,538,0.5564903846153846,1.2596153846153846,23,21,18,0,NA,13.703550214118044,0,0,
5220,0.5,timed-search,1,500,46,73,381,0.5,0.5,0.5,random,5,6,Randomly placed,1.01,1999,0,5,10,2000,true,4.5,0,402,105,8,14,83,61,4,11,46,4.518124999999977,537,0.5839285714285715,1.361904761904762,21,19,21,0,NA,13.501175819615506,0,0,
5219,0.5,timed-search,1,500,38,64,398,0.5,0.5,0.5,random,5,6,Randomly placed,0.998,1999,0,5,10,2000,true,4.5,0,406,107,5,15,87,53,3,6,44,4.512499999999973,536,0.5744742990654206,1.3644859813084111,22,18,13,0,NA,11.745152354570708,0,0,
