Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number TRSs,Number Quadrats Per TRS,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,Density Metric
12431,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,197,1,0,0,1,1,0,0,1,1.641666667,0,0,0,0,0,14.03566885,0,0.020512821,4.40E-04,0.020512821
12433,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,197,1,0,0,1,1,0,0,1,1.641666667,0,0,0,0,0,14.03566885,0,0.020512821,4.40E-04,0.020512821
12436,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12432,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,1,0,0,1,1,0,0,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12434,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12437,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12439,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12442,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12383,0.5,ACS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,1,0,1,0,1,0,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12435,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12438,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12441,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,203,2,0,0,2,2,0,0,2,1.691666667,0,0,0,0,0,10.04975247,0,0.041025641,9.15E-04,0.041025641
12399,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12447,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12446,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,1.3975,0,0,0,195,250,TRUE,0,0,199,1,1,0,0,1,1,0,0,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12449,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12448,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12444,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12450,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,203,2,0,0,2,2,0,0,2,1.691666667,0,0,0,0,0,10.04975247,0,0.041025641,9.15E-04,0.041025641
12443,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12454,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,202,2,0,0,2,2,0,0,2,1.683333333,0,0,0,0,0,10.02484476,0,0.041025641,9.15E-04,0.041025641
12459,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,1,0,1,0,1,0,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12458,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12460,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,1,0,0,1,1,0,0,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12461,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12455,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12453,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12440,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12462,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12445,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12456,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12457,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12467,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12452,0.5,ACS,0.01,5,1,2,2,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,202,2,0,2,0,2,0,2,0,1.683333333,0,0,0,0,0,10.02484476,0,0.020512821,4.40E-04,0.020512821
12466,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,1.3975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12463,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12451,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,202,2,0,0,2,2,0,0,2,1.683333333,0,0,0,0,0,10.02484476,0,0.041025641,9.15E-04,0.041025641
12468,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12465,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12473,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,201,2,0,1,1,2,0,1,1,1.675,0,0,0,0,0,9.999874999,0,0.041025641,9.15E-04,0.041025641
12478,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12474,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12476,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12475,0.5,ACS,0.01,5,0,3,2,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12477,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12472,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,202,2,0,0,2,2,0,0,2,1.683333333,0,0,0,0,0,10.02484476,0,0.020512821,4.40E-04,0.020512821
12469,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12480,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12481,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12470,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12482,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,201,2,0,1,1,2,0,1,1,1.675,0,0,0,0,0,9.999874999,0,0.041025641,9.15E-04,0.041025641
12483,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12486,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12485,0.5,ACS,0.01,5,0,3,2,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12429,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,1.3975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12488,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,2,0,0,2,2,0,0,2,1.658333333,0,0,0,0,0,9.949747472,0,0.041025641,9.15E-04,0.041025641
12471,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12487,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,1.3975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12484,0.5,ACS,0.01,5,1,2,2,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12491,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,1,0,1,0,1,0,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12492,0.5,ACS,0.01,5,0,2,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,1,0,1,0,1,0,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12489,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12495,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,206,3,0,0,3,3,0,0,3,1.716666667,0,0,0,0,0,8.246014065,0,0.061538462,0.001424998,0.061538462
12494,0.5,ACS,0.01,5,0,2,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12496,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12493,0.5,ACS,0.01,5,0,3,2,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12500,0.5,ACS,0.01,5,0,2,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12498,0.5,ACS,0.01,5,1,1,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12501,0.5,ACS,0.1,50,8,8,34,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,206,4,0,0,4,4,0,0,4,1.716666667,0,0,0,0,0,7.123646641,0,0.041025641,9.15E-04,0.041025641
12502,0.5,ACS,0.1,50,10,5,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,213,6,1,0,5,6,1,0,5,1.775,0,0,0,0,0,5.88750676,0,0.102564103,0.002548513,0.102564103
12490,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12499,0.5,ACS,0.01,5,0,1,4,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12464,0.5,ACS,0.01,5,2,0,3,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12506,0.5,ACS,0.1,50,10,4,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,222,9,2,1,6,9,2,1,6,1.85,0,0,0,0,0,5.41110342,0,0.164102564,0.005339949,0.164102564
12513,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,206,4,0,1,3,4,0,1,3,1.716666667,0,0,0,0,0,8.753396553,0,0.082051282,0.002815294,0.082051282
12504,0.5,ACS,0.1,50,4,11,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.335,0,0,0,195,250,TRUE,0,0,217,7,0,2,5,7,0,2,5,1.808333333,0,0,0,0,0,6.247962631,0,0.143589744,0.00465673,0.143589744
12503,0.5,ACS,0.1,50,7,2,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,228,11,1,0,10,11,1,0,10,1.9,0,0,0,0,0,4.451311831,0,0.102564103,0.002548513,0.102564103
12479,0.5,ACS,0.01,5,2,1,2,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12372,0.5,ACS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12508,0.5,ACS,0.1,50,6,9,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.215,0,0,0,195,250,TRUE,0,0,218,10,2,2,6,10,2,2,6,1.816666667,0,0,0,0,0,5.445735659,0,0.143589744,0.00550262,0.143589744
12505,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,228,10,2,2,6,10,2,2,6,1.9,0,0,0,0,0,4.679319955,0,0.184615385,0.005211981,0.184615385
12507,0.5,ACS,0.1,50,5,6,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,215,6,0,1,5,6,0,1,5,1.791666667,0,0,0,0,0,5.915750664,0,0.102564103,0.002548513,0.102564103
12510,0.5,ACS,0.1,50,4,9,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,225,9,1,2,6,9,1,2,6,1.875,0,0,0,0,0,4.90990253,0,0.143589744,0.003810841,0.143589744
12497,0.5,ACS,0.01,5,0,0,5,1,1,1,1,Clumped Matern Ran,3,0,Ran,0.9975,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12509,0.5,ACS,0.1,50,7,9,34,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,216,6,0,3,3,6,0,3,3,1.8,0,0,0,0,0,5.929822147,0,0.082051282,0.001969404,0.082051282
12515,0.5,ACS,0.1,50,7,5,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,221,12,1,3,8,12,1,3,8,1.841666667,0,0,0,0,0,4.864424556,0,0.127179487,0.004236648,0.127179487
12514,0.5,ACS,0.1,50,5,7,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,214,6,0,0,6,6,0,0,6,1.783333333,0,0,0,0,0,5.901645615,0,0.102564103,0.002548513,0.102564103
12512,0.5,ACS,0.1,50,7,6,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,216,8,2,1,5,8,2,1,5,1.8,0,0,0,0,0,5.110863942,0,0.082051282,0.001969404,0.082051282
12517,0.5,ACS,0.1,50,5,5,40,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,230,11,1,1,9,11,1,1,9,1.916666667,0,0,0,0,0,4.471692093,0,0.143589744,0.003810841,0.143589744
12516,0.5,ACS,0.1,50,5,10,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,212,5,0,1,4,5,0,1,4,1.766666667,0,0,0,0,0,6.449512271,0,0.102564103,0.002548513,0.102564103
12518,0.5,ACS,0.1,50,0,6,44,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,212,5,0,1,4,5,0,1,4,1.766666667,0,0,0,0,0,6.449512271,0,0.082051282,0.001969404,0.082051282
12523,0.5,ACS,0.1,50,4,5,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,213,6,2,1,3,6,2,1,3,1.775,0,0,0,0,0,5.88750676,0,0.102564103,0.002548513,0.102564103
12525,0.5,ACS,0.1,50,11,12,27,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,212,5,2,1,2,5,2,1,2,1.766666667,0,0,0,0,0,6.449512271,0,0.082051282,0.001969404,0.082051282
12511,0.5,ACS,0.1,50,7,9,34,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,222,8,2,2,4,8,2,2,4,1.85,0,0,0,0,0,5.183728458,0,0.143589744,0.003810841,0.143589744
12529,0.5,ACS,0.1,50,7,7,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12532,0.5,ACS,0.1,50,4,6,40,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,225,10,1,1,8,10,1,1,8,1.875,0,0,0,0,0,5.110388579,0,0.184615385,0.00605787,0.184615385
12533,0.5,ACS,0.1,50,4,9,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,233,14,1,3,10,14,1,3,10,1.941666667,0,0,0,0,0,4.254184098,0,0.106666667,0.002770006,0.106666667
12534,0.5,ACS,0.1,50,4,4,42,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,206,4,1,0,3,4,1,0,3,1.716666667,0,0,0,0,0,7.123646641,0,0.041025641,9.15E-04,0.041025641
12519,0.5,ACS,0.1,50,4,6,40,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,212,5,0,1,4,5,0,1,4,1.766666667,0,0,0,0,0,6.449512271,0,0.082051282,0.001969404,0.082051282
12528,0.5,ACS,0.1,50,1,5,44,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,221,8,0,2,6,8,0,2,6,1.841666667,0,0,0,0,0,5.171655705,0,0.123076923,0.003162325,0.123076923
12530,0.5,ACS,0.1,50,5,7,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,210,6,1,1,4,6,1,1,4,1.75,0,0,0,0,0,5.844884894,0,0.082051282,0.001969404,0.082051282
12537,0.5,ACS,0.1,50,5,7,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.215,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12524,0.5,ACS,0.1,50,7,7,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,216,7,1,0,6,7,1,0,6,1.8,0,0,0,0,0,5.476861628,0,0.102564103,0.002548513,0.102564103
12520,0.5,ACS,0.1,50,2,8,40,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,215,6,1,1,4,6,1,1,4,1.791666667,0,0,0,0,0,5.915750664,0,0.102564103,0.002548513,0.102564103
12536,0.5,ACS,0.1,50,1,7,42,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,200,2,0,1,1,2,0,1,1,1.666666667,0,0,0,0,0,9.974842727,0,0.041025641,9.15E-04,0.041025641
12538,0.5,ACS,0.1,50,7,8,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,215,8,3,0,5,8,3,0,5,1.791666667,0,0,0,0,0,6.284600486,0,0.143589744,0.00550262,0.143589744
