Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Estimated Density,Mussels Per Person Hour,HH metric,HH Variance,
4905,0.5,adaptive-cluster,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,1.0549999999999824,10,0,4,10,90,true,4.5,0,17,2,0,0,2,2,0,0,2,0.14166666666666666,0,0,0.4,0.3200000000000001,
4918,0.5,adaptive-cluster,0.1,50,5,11,34,Clumped-Poisson,10,2,One shore only,1.214999999999982,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4919,0.5,adaptive-cluster,0.1,50,6,12,32,Clumped-Poisson,10,2,One shore only,1.0949999999999809,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4920,0.5,adaptive-cluster,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.1749999999999843,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4922,0.5,adaptive-cluster,0.1,50,5,14,31,Clumped-Poisson,10,2,One shore only,1.0949999999999815,10,0,4,10,90,true,4.5,0,14,1,1,0,0,1,1,0,0,0.11666666666666667,0,0,0.4,0.3200000000000001,
4923,0.5,adaptive-cluster,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.1349999999999831,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4925,0.5,adaptive-cluster,0.1,50,3,6,41,Clumped-Poisson,10,2,One shore only,1.2549999999999832,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4913,0.5,adaptive-cluster,0.1,50,5,11,34,Clumped-Poisson,10,2,One shore only,1.094999999999981,10,0,4,10,90,true,4.5,0,14,2,0,1,1,2,0,1,1,0.11666666666666667,0,0,0.8,1.2800000000000005,
4928,0.5,adaptive-cluster,0.1,50,6,4,40,Clumped-Poisson,10,2,One shore only,1.1349999999999822,10,0,4,10,90,true,4.5,0,23,6,1,1,4,6,1,1,4,0.19166666666666668,0,0,0.48,0.46079999999999993,
4929,0.5,adaptive-cluster,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.1749999999999798,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4921,0.5,adaptive-cluster,0.1,50,7,9,34,Clumped-Poisson,10,2,One shore only,1.0949999999999875,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4926,0.5,adaptive-cluster,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.0949999999999829,10,0,4,10,90,true,4.5,0,14,1,1,0,0,1,1,0,0,0.11666666666666667,0,0,0.4,0.3200000000000001,
4924,0.5,adaptive-cluster,0.1,50,6,12,32,Clumped-Poisson,10,2,One shore only,1.0949999999999809,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4931,0.5,adaptive-cluster,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.0949999999999842,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4930,0.5,adaptive-cluster,0.1,50,3,8,39,Clumped-Poisson,10,2,One shore only,1.2549999999999846,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4934,0.5,adaptive-cluster,0.1,50,10,6,34,Clumped-Poisson,10,2,One shore only,1.2149999999999799,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4935,0.5,adaptive-cluster,0.1,50,6,11,33,Clumped-Poisson,10,2,One shore only,1.2549999999999846,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4927,0.5,adaptive-cluster,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.054999999999983,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4932,0.5,adaptive-cluster,0.1,50,6,4,40,Clumped-Poisson,10,2,One shore only,1.1749999999999807,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4936,0.5,adaptive-cluster,0.1,50,4,6,40,Clumped-Poisson,10,2,One shore only,1.094999999999982,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4933,0.5,adaptive-cluster,0.1,50,7,6,37,Clumped-Poisson,10,2,One shore only,1.2549999999999841,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4938,0.5,adaptive-cluster,0.1,50,9,7,34,Clumped-Poisson,10,2,One shore only,1.0149999999999828,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4937,0.5,adaptive-cluster,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.1349999999999834,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4942,0.5,adaptive-cluster,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.054999999999981,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4940,0.5,adaptive-cluster,0.1,50,2,4,44,Clumped-Poisson,10,2,One shore only,1.134999999999982,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4939,0.5,adaptive-cluster,0.1,50,4,8,38,Clumped-Poisson,10,2,One shore only,1.0949999999999813,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4945,0.5,adaptive-cluster,0.1,50,3,8,39,Clumped-Poisson,10,2,One shore only,1.1349999999999805,10,0,4,10,90,true,4.5,0,21,5,1,1,3,5,1,1,3,0.175,0,0,1.2000000000000002,2.1688888888888895,
4944,0.5,adaptive-cluster,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.094999999999983,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4941,0.5,adaptive-cluster,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.294999999999982,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4948,0.5,adaptive-cluster,0.1,50,2,8,40,Clumped-Poisson,10,2,One shore only,1.0949999999999864,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4943,0.5,adaptive-cluster,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.1349999999999858,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4949,0.5,adaptive-cluster,0.1,50,7,6,37,Clumped-Poisson,10,2,One shore only,0.9749999999999825,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4954,0.5,adaptive-cluster,0.1,50,4,3,43,Clumped-Poisson,10,2,One shore only,1.054999999999984,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4955,0.5,adaptive-cluster,0.1,50,6,10,34,Clumped-Poisson,10,2,One shore only,1.214999999999986,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4950,0.5,adaptive-cluster,0.1,50,3,7,40,Clumped-Poisson,10,2,One shore only,1.0949999999999815,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4952,0.5,adaptive-cluster,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.0949999999999815,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4957,0.5,adaptive-cluster,0.1,50,9,6,35,Clumped-Poisson,10,2,One shore only,1.0149999999999826,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4953,0.5,adaptive-cluster,0.1,50,9,5,36,Clumped-Poisson,10,2,One shore only,1.094999999999981,10,0,4,20,90,true,4.5,0,27,3,1,0,2,3,1,0,2,0.225,0,0,0.30000000000000004,0.1326315789473684,
4956,0.5,adaptive-cluster,0.1,50,5,4,41,Clumped-Poisson,10,2,One shore only,1.1349999999999798,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4962,0.5,adaptive-cluster,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.13499999999998,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4958,0.5,adaptive-cluster,0.1,50,3,8,39,Clumped-Poisson,10,2,One shore only,0.9749999999999843,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4960,0.5,adaptive-cluster,0.1,50,7,4,39,Clumped-Poisson,10,2,One shore only,1.094999999999981,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4959,0.5,adaptive-cluster,0.1,50,7,6,37,Clumped-Poisson,10,2,One shore only,1.1749999999999847,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4963,0.5,adaptive-cluster,0.1,50,5,11,34,Clumped-Poisson,10,2,One shore only,0.9749999999999818,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4946,0.5,adaptive-cluster,0.1,50,2,11,37,Clumped-Poisson,10,2,One shore only,1.0149999999999841,10,0,4,10,90,true,4.5,0,28,8,0,1,7,8,0,1,7,0.23333333333333334,0,0,0.45714285714285713,0.41795918367346935,
4951,0.5,adaptive-cluster,0.1,50,2,7,41,Clumped-Poisson,10,2,One shore only,1.1749999999999818,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4969,0.5,adaptive-cluster,0.1,50,7,1,42,Clumped-Poisson,10,2,One shore only,1.0149999999999864,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4964,0.5,adaptive-cluster,0.1,50,4,7,39,Clumped-Poisson,10,2,One shore only,1.1349999999999834,10,0,4,20,90,true,4.5,0,23,1,0,0,1,1,0,0,1,0.19166666666666668,0,0,0.2,0.05894736842105266,
4947,0.5,adaptive-cluster,0.1,50,2,7,41,Clumped-Poisson,10,2,One shore only,1.0149999999999813,10,0,4,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4972,0.5,adaptive-cluster,0.1,50,6,11,33,Clumped-Poisson,10,2,One shore only,1.174999999999982,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4971,0.5,adaptive-cluster,0.1,50,8,1,41,Clumped-Poisson,10,2,One shore only,1.1349999999999827,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4965,0.5,adaptive-cluster,0.1,50,6,8,36,Clumped-Poisson,10,2,One shore only,1.0149999999999837,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4970,0.5,adaptive-cluster,0.1,50,2,5,43,Clumped-Poisson,10,2,One shore only,1.054999999999983,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4967,0.5,adaptive-cluster,0.1,50,3,7,40,Clumped-Poisson,10,2,One shore only,1.0949999999999809,10,0,4,20,90,true,4.5,0,34,4,1,0,3,4,1,0,3,0.2833333333333333,0,0,0.6000000000000001,0.2778947368421054,
4966,0.5,adaptive-cluster,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.1349999999999796,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4973,0.5,adaptive-cluster,0.1,50,1,8,41,Clumped-Poisson,10,2,One shore only,1.094999999999982,10,0,4,20,90,true,4.5,0,24,2,0,0,2,2,0,0,2,0.2,0,0,0.2,0.05894736842105266,
4961,0.5,adaptive-cluster,0.1,50,7,10,33,Clumped-Poisson,10,2,One shore only,1.1749999999999812,10,0,4,20,90,true,4.5,0,28,2,0,0,2,2,0,0,2,0.23333333333333334,0,0,0.4,0.15157894736842112,
4978,0.5,adaptive-cluster,0.1,50,2,6,42,Clumped-Poisson,10,2,One shore only,1.1349999999999816,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4968,0.5,adaptive-cluster,0.1,50,6,11,33,Clumped-Poisson,10,2,One shore only,1.21499999999998,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4979,0.5,adaptive-cluster,0.1,50,4,8,38,Clumped-Poisson,10,2,One shore only,1.2549999999999824,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4975,0.5,adaptive-cluster,0.1,50,7,7,36,Clumped-Poisson,10,2,One shore only,1.0149999999999832,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4977,0.5,adaptive-cluster,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.174999999999982,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4981,0.5,adaptive-cluster,0.1,50,3,9,38,Clumped-Poisson,10,2,One shore only,1.2149999999999856,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4974,0.5,adaptive-cluster,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,1.0149999999999824,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4980,0.5,adaptive-cluster,0.1,50,4,3,43,Clumped-Poisson,10,2,One shore only,1.014999999999983,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4984,0.5,adaptive-cluster,0.1,50,9,6,35,Clumped-Poisson,10,2,One shore only,1.2149999999999805,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4986,0.5,adaptive-cluster,0.1,50,2,8,40,Clumped-Poisson,10,2,One shore only,1.0149999999999815,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4982,0.5,adaptive-cluster,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.0949999999999869,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4983,0.5,adaptive-cluster,0.1,50,4,9,37,Clumped-Poisson,10,2,One shore only,1.1749999999999832,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4988,0.5,adaptive-cluster,0.1,50,4,6,40,Clumped-Poisson,10,2,One shore only,1.1749999999999805,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4976,0.5,adaptive-cluster,0.1,50,5,15,30,Clumped-Poisson,10,2,One shore only,1.2149999999999814,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4990,0.5,adaptive-cluster,0.1,50,11,7,32,Clumped-Poisson,10,2,One shore only,1.134999999999981,10,0,4,20,90,true,4.5,0,27,3,1,1,1,3,1,1,1,0.225,0,0,0.2,0.05894736842105266,
4991,0.5,adaptive-cluster,0.1,50,5,12,33,Clumped-Poisson,10,2,One shore only,1.054999999999982,10,0,4,20,90,true,4.5,0,23,1,0,0,1,1,0,0,1,0.19166666666666668,0,0,0.2,0.05894736842105266,
4993,0.5,adaptive-cluster,0.1,50,3,8,39,Clumped-Poisson,10,2,One shore only,1.0149999999999832,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4996,0.5,adaptive-cluster,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.0549999999999857,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4992,0.5,adaptive-cluster,0.1,50,7,7,36,Clumped-Poisson,10,2,One shore only,1.0549999999999804,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4999,0.5,adaptive-cluster,0.1,50,6,10,34,Clumped-Poisson,10,2,One shore only,1.4149999999999836,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
5000,0.5,adaptive-cluster,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.1349999999999814,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
5001,0.5,adaptive-cluster,0.1,50,5,8,37,Clumped-Poisson,10,2,One shore only,1.2949999999999808,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4998,0.5,adaptive-cluster,0.1,50,7,9,34,Clumped-Poisson,10,2,One shore only,1.014999999999982,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4989,0.5,adaptive-cluster,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.1749999999999812,10,0,4,20,90,true,4.5,0,34,6,2,2,2,6,2,2,2,0.2833333333333333,0,0,0.24,0.08488421052631581,
5002,0.5,adaptive-cluster,0.1,50,3,7,40,Clumped-Poisson,10,2,One shore only,1.1349999999999845,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4995,0.5,adaptive-cluster,0.1,50,4,10,36,Clumped-Poisson,10,2,One shore only,1.254999999999981,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4985,0.5,adaptive-cluster,0.1,50,9,7,34,Clumped-Poisson,10,2,One shore only,1.1349999999999827,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
4987,0.5,adaptive-cluster,0.1,50,3,11,36,Clumped-Poisson,10,2,One shore only,1.0549999999999815,10,0,4,20,90,true,4.5,0,24,1,0,0,1,1,0,0,1,0.2,0,0,0.2,0.05894736842105266,
5004,0.5,adaptive-cluster,0.1,50,9,8,33,Clumped-Poisson,10,2,One shore only,1.1349999999999811,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
4994,0.5,adaptive-cluster,0.1,50,5,4,41,Clumped-Poisson,10,2,One shore only,1.2549999999999812,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
4997,0.5,adaptive-cluster,0.1,50,6,6,38,Clumped-Poisson,10,2,One shore only,1.0949999999999809,10,0,4,20,90,true,4.5,0,20,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,
5006,0.5,adaptive-cluster,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.214999999999986,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5007,0.5,adaptive-cluster,0.1,50,12,8,30,Clumped-Poisson,10,2,One shore only,1.414999999999983,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5005,0.5,adaptive-cluster,0.1,50,9,5,36,Clumped-Poisson,10,2,One shore only,1.0949999999999809,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5003,0.5,adaptive-cluster,0.1,50,6,11,33,Clumped-Poisson,10,2,One shore only,1.1749999999999814,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5008,0.5,adaptive-cluster,0.1,50,2,5,43,Clumped-Poisson,10,2,One shore only,1.174999999999983,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5009,0.5,adaptive-cluster,0.1,50,4,11,35,Clumped-Poisson,10,2,One shore only,1.0149999999999815,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5011,0.5,adaptive-cluster,0.1,50,4,10,36,Clumped-Poisson,10,2,One shore only,1.13499999999998,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5013,0.5,adaptive-cluster,0.1,50,6,4,40,Clumped-Poisson,10,2,One shore only,1.1349999999999838,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5014,0.5,adaptive-cluster,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.1349999999999814,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5010,0.5,adaptive-cluster,0.1,50,1,6,43,Clumped-Poisson,10,2,One shore only,1.094999999999983,10,0,2,10,90,true,4.5,0,14,1,0,1,0,1,0,1,0,0.11666666666666667,0,0,0.4,0.3200000000000001,
5015,0.5,adaptive-cluster,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.0949999999999833,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5012,0.5,adaptive-cluster,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.2149999999999825,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5017,0.5,adaptive-cluster,0.1,50,7,9,34,Clumped-Poisson,10,2,One shore only,1.174999999999981,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5021,0.5,adaptive-cluster,0.1,50,4,7,39,Clumped-Poisson,10,2,One shore only,1.0549999999999833,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5019,0.5,adaptive-cluster,0.1,50,2,5,43,Clumped-Poisson,10,2,One shore only,1.1349999999999854,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5018,0.5,adaptive-cluster,0.1,50,3,9,38,Clumped-Poisson,10,2,One shore only,1.0549999999999808,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5027,0.5,adaptive-cluster,0.1,50,4,11,35,Clumped-Poisson,10,2,One shore only,1.0549999999999802,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5024,0.5,adaptive-cluster,0.1,50,6,3,41,Clumped-Poisson,10,2,One shore only,1.1749999999999827,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5028,0.5,adaptive-cluster,0.1,50,0,12,38,Clumped-Poisson,10,2,One shore only,1.2149999999999828,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5025,0.5,adaptive-cluster,0.1,50,4,9,37,Clumped-Poisson,10,2,One shore only,1.0949999999999858,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5030,0.5,adaptive-cluster,0.1,50,2,9,39,Clumped-Poisson,10,2,One shore only,1.014999999999982,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5023,0.5,adaptive-cluster,0.1,50,6,9,35,Clumped-Poisson,10,2,One shore only,1.1749999999999798,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5020,0.5,adaptive-cluster,0.1,50,5,9,36,Clumped-Poisson,10,2,One shore only,1.0549999999999853,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5026,0.5,adaptive-cluster,0.1,50,5,11,34,Clumped-Poisson,10,2,One shore only,1.2949999999999813,10,0,2,10,90,true,4.5,0,17,2,0,1,1,2,0,1,1,0.14166666666666666,0,0,0.4,0.3200000000000001,
5034,0.5,adaptive-cluster,0.1,50,2,13,35,Clumped-Poisson,10,2,One shore only,1.3349999999999809,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5016,0.5,adaptive-cluster,0.1,50,9,12,29,Clumped-Poisson,10,2,One shore only,1.0949999999999827,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5029,0.5,adaptive-cluster,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.0149999999999808,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5022,0.5,adaptive-cluster,0.1,50,5,9,36,Clumped-Poisson,10,2,One shore only,1.1749999999999834,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5036,0.5,adaptive-cluster,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,0.9749999999999829,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5033,0.5,adaptive-cluster,0.1,50,0,9,41,Clumped-Poisson,10,2,One shore only,1.2549999999999821,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5042,0.5,adaptive-cluster,0.1,50,2,5,43,Clumped-Poisson,10,2,One shore only,1.0949999999999842,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5035,0.5,adaptive-cluster,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.0149999999999826,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5041,0.5,adaptive-cluster,0.1,50,4,10,36,Clumped-Poisson,10,2,One shore only,1.1349999999999831,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
5039,0.5,adaptive-cluster,0.1,50,4,13,33,Clumped-Poisson,10,2,One shore only,1.0949999999999822,10,0,2,10,90,true,4.5,0,10,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,
